Letters,Target
"+#* Forwarding note from RWALK — --VAUOOO2A 10/19/96 17:47 *#* To: HRBIF --VCHOO21A Helmut Reif From: Ruediger-A. Walk Subject: IARC Asian Resource Book Lieber Herr Dr. Reif, ich habe Thre Nachricht erhalten konnte aber nicht frueh gemug antworten, um Sie noch im Buero anzutreffen. Der Auszug aus dem Asian Resource Book kann bei unserem naechsten Treffen in Neuchatel inhaltlich besprochen werden. Er war in der vorgelegten Form von Richard 'approved'. Da wir alle zusammen sein werden, ist eine Diskussion sicher effektiv. Warum Helen nach der ""“Verwendbarkeit"" fragt, verstebe ich nicht ganz, da sie das komplette Buch nach meinen Informationen von Colin Goddard bei einem Meeting in London vor kurzem erhalten hat. Da Colin der ""Verwalter"" dieses Buches ist, sollte er Ihren Frage letzendiich beantworten. Bis bals in Neuchatel, Thr R.-A. Walle (gzorgezeLoz |",2
"outa Apu 49 SOA oy ‘94N3t9] “ta sonboey spor poe fss0g IME saums-ajod “yey Aqgog TRIOS qqow ‘ToHIEYY 6 poxoqoy “qun0} sug oF SAN PU Ag. UO SUEY TPBIN.uoudaeyo sues pus es BU “puaep passed MaIpUy [OEY 0 389-97 941 UE 1n0 OF or Aznua AuO ‘out sem uossueyor “AjSurzeury “x04, coas £q use aie 8 sae Kpuy ve of dyson © pp Kayne asf “uo NED ox opumn soar stp paystuy S79 UL “1ST dg] vo moniog ws pu pr otn 190 2083779848 uu yuo a9 2g 10 “non yo pe co fimponnt99, poy you ums on uous SaeuL | (0 auin & 39 Day U0 St SIL, se hepang pray ain Jo ssmp ap sek ‘yA AqRop OU Sea ns aty 'sissEyO aysuad Y29}s 24p Ut 3989 8A APU pass ayn Jo yon Pareuwop Tpred “de Aiono pa sorouuea sono ze SBy OU OY sxuooyg 18 yudy ut ydunn ow — (av) SaNNVACTIN 9081 1ubrens paluy SUIM at fosun) IV",9
"~~ TOBACC RETAINS RICH FLAVO than 0.1 mg nicotine. Our FreePLUS"" process now makes it possible to naturally remove nicotine from fine tobaccos while leaving their rich flavor intact. Asa result, you have an important option in new tA De Nic cigarette you'll enjoy smoking. De-nicOfiftéd't6baéco and rich flavor | ina cigarette you'll enjoy. So follow the arrow. PLUS"" NATURALLY EXTRAGTS NICOTINE FROM ANE TOBACOOS, 'FreePLUS"" Jena RICH FLAVOR AND LESS THAN Of MG NICOTINE. Available in Regular and Menthol, Kings and 100. ‘Arita tinted eat ‘©Pritp Monte 1009, zeee T2sts SURGEON GENERAL'S WARNING: Cigarette Si i ide. Kings: 4 m9 “ta 0.04 0g moke Contains Carbon Monoxide. Nedne fb an""t 0.06 mp - ticline a pr cigarete by FIC mead",4
"Tue Counom For Tosacco Resrarcu-U.S.A., Ive. 110 EAST sore STREET NEW YORK, 8. ¥.10022 Decenber 16, 1976 Mesoes. Thoeas P. Aiconsfels gyri rs nocate on William H. Hogland N Erect Pespioe 4 Bes meceee Gentiemen: Enclosed is a statement containing the proposed budget for 1977 of the Literature Retrieval Division, the Division's budget for 1976 and estinated expenses for Upon approval of the proposed budget by each of the five companies concerned, it will be understood that expenditures for the Literature Retrieval Division will not be required to be confined to the lines of the budget but there will be authority to spend for the purposes of the Division an overall anount not exceeding the budget total. Pursuant to the letter agreesent between Mz. Rann and you dated Decenber 26, 1970, it 4s understood that billings to each of the five companies for 1977 expenditures will be determined in proportion to the respective sales of the companies of donestic cigarettes in 1976 as estinated and published by John C. Mansell Js. The report of Mr. Maxell as published Novenber 8, 1976, gave the following estinates of donestic cigarettes for 1976, resulting in the : Percentage allocation indicated: | Donestic Cigarettes Company in Billions Percentage : American Brands, Inc. 85.90 15.36 Brown & Williamson Tobacco Corporation 98.43 37.60 Liggett & Myers Incorporated 23.40 as i Philip Morris Incorporated 27.25 R. J. Reynolds Tobacco Company 35.60 00.00 Until such time as Mr. Maxwell may revise his estimates for 1976, we will bill each of the companies according to the foregoing percentages. Should Mr. Maxwell revise his estinates, subsequent billings for 1977 will be made on the basis of the revised estinates. T£ there are any questions about the proposed budget please contact me. CONFIDENTIAL: MINNESOTA TOBACCO LITIGATION CTR LRD 004321",0
,4
"‘PROVIDENCE JOURNAL Providence, Rhode Island October 12, 1963 Smoking-Cancer Link Theory Held Obsolete New York — (AP) — Georgeatty, research has falled to Vv. Allen, president of the To-provide  verfleation necessary biiceo Institute Inc, sald yer show a cause.and effect role terday thatthe “orginal theory amoking. bout smoking and hing cenoer| “Among. actentists stufying ihe theory that smoke was althese problems, there {8 grom- ‘inet, contact carcinogen (ean-ling Interest in te possible role Ser generator)—has virtuallyt” eonstitutonal and genetic been ‘abandoned. lsctors. “other theerles about how smoking, might be involved ereO¥ Inboratory animals in many Sa Shcoues, ""tor be ifexperiments over the years hat soe asses, lsnsistenty. failed ""to produce uy chemical tests mente in prepared 1orlnayg failed to epeclly any sub he Sist annual convention ollfance,. as found in. cigarette the Retail Tobecco Dealere of/ttnety a8 foe. On egarsts America Why Theories Are Questioned roup, ‘talk tne US. Information Agen, sid, ""People sometimes forge Shraking and health problemtlone per cent of all desthe year te and. are. oftenly In the US.—is doubliess due ‘wstlonad' by"" responsible. ach|to survival of people to older lages, to beter” dlagoonen and 80a50a8 743 NEW YORK JOURNAL AMERICAN Nev York, New York October 11, 1963 Tobacco Official Backs Research A tobacco industr yotifelal today wamed agains: “eany acceptance of a simple answer” to health problems Inked to smoking. ————__———— ‘George V, Allen. president of{by laboratory animale tn many the Tobaceo Insitute, Ine, Inlexpeeimenta over the years has fan addres to the dist anualleonsstenty falled te’ produce convention of the Relall To-ltamg cancer. Some other Daoco Dealers of Ameria, eld|things auch as viruses In com- that “reveareh on emeking|Sinatlon with ether factors, ‘must continue.” Ihave prodaeed tong cancer tn “Bot he added, “xo ramtlerpettmental animals research along other. peslel, “Nen-amokers, tncluding {n= ‘tvenues. We cannot afford te|tanta sometimes get tune can lpere any elve:"" lore tng and ung cancer ae evar, een whem emeking Tee seater sonuagenar™ oh le A Big be ned A ee ameting W2pezszoszoz",9
"INTER-OFFICE CORRESPONDENCE R.J. Reynolds Industries, Inc Winsten Sater NC guly 21, 1978 Mr. Morgan v, Hunter — Glad to see some positive advertising test results (SALEM High Country). Would appreciate knowing next stéps_at Gs meeting. This really doesn't change the strategic issue that was discussed. Also, glad to know that Project Sam is on hold pending concept testing. 3. TYLEE WILSON ITW:db cC: Mr. Wm. D. Hobbs ~ £868 Let0s",0
"2072217485 Putney, Rebecca M. From: ""Elves, Robert G. [Sent: Thursday, March 80, 2000 2:38 PM Te Walk, Roger A.; Putney, Rebecca M.; King, Valerie A. [Subject: Elves! updated project sheets snning-Matology.tanniagrHetale,dodanning-Asbeston.d¢ Planning AGS symp.doo",2
"rae ""F600 o30/92 VA hospital site selection eet cted by end of month. ‘The Department of Veterans planned rach and hépes to. ties, A. Volusia task force is Affairs plans to select a site for make a decision beforehand,"" currently soliciting an endorse- ; PVA hospital inCehtral ""Earlier this month the ‘Se ment from Seminole County, end ‘of Maich, | it: | ""That's, terrific’ if, they’ye “moved. said ‘County “Derwinskt is ‘acally coming forth ‘sooner.'than We've ex- ! ‘pected. The decision heeds to | Capitol Hill to bring the he the best inter- tal is the Volusia hea. entral_ Florida veterans.” ange GWiintiss for the'710-bed ‘fecl- wit The new, fadlity ‘suroiirded by new infrastruc iy, expe to Se wea “Giorno claims! e jorno, claims economy! ""2 °° month, I asked Secretary Der, ‘would ‘be another advantage smVeterans represent one of Winskt for a fir deadline on {op Ceriral Florida veterans. ‘ “Tthink that it’s certainly the ; the fastest growing segm of Forgas population” “Gre ""hom nis most accessible/’, iomo said."" hamsaid. ©, Fi ‘ase; so0n »fTbere’sno dou about at ‘Accordingto Graham's “of- finitely plier thai ale YT ict study ‘conducted -by VA last fall. The, Orange City sile has been end mse by Fis ‘Put STpsztezoz",9
"itive tn ARY BROS ICN SPA 11 0CT 1984 “Noh S. ANTISMOKING PUBLICITY, TAXATION, AND THE DEMAND FOR CIGARETTES Robert E. LEU* Untersty of Base, 4081 Base Switzrand Received Sepember 1981 fal version recived January 1984 ‘This sudy demonstrates that an sabe 1. Introdueti Cigarette smoking is the leading, single, preventable cause of death in industealized Western societies (USDHHS (1982, p. xi)]. Between 4.000 and 5,000 premature deaths in Switzerland are attributed to smoking each year CLeu and Schaub (1983s, b)) and annual economic costs of smoking amount {o 600-800 million Swiss francs oF roughly 47% of GNP [Leu (19822)]. Reduction of the level of smoking has become a major public heaith issue i recent years The aim of this study is to examine the effectiveness of two policy instruments which may be employed by governments to reduce per capita cigarette consumption: taxation and antimoking publicity. Time series cigarette sales data for Switzerland between 1954 and 1981 are analyecd. Several hypotheses are tested about how taxation and publicity have influenced cigarette demand. In particular, the study focuses’ on longcterm ‘effects of publicity, on indirect effects between publicity and taxation, aed on the ‘relative importance of the two policy instruments as deterents of Cigarette consumption. The results imply that anti-smoking publicity did have a substantial permanent impact and that there were important indirect effects between publicity and taxation. [7% thor would like 10 thank Sheldon Dansiger, Anbur Golbersr, Burton Weisbrod, Pate Kugler, Barbara Woe. Jacque van der Gang and two unkown reece fr sepia ETmeas The research was Gnanoed by the Swis National Scions Founsntne (oniee ne Sieeo73. (0167-6236/4/5300 © Ehevier Scene Publahers BY. (Norh-Holtand)",6
"a she New York Cime: NEW YORK, THURSDAY, OCTOBER 23, 1997 What Smoke? New Device Keeps Cigarettes in a ‘Box’ By GLENN COLLINS ‘The Philip Morris Companies ts planning to test a microelectronic cigarette folder that eliminates the smoke and ashes from the end of a cigarete ‘The battery-powered “smoking system” is the first of is kind and cost $200 milion to develop after years of research, ‘The device isa beeper-sized, four-ounce box containing a specially designed cigarette and ‘an electronically controlled lighter that runs on rechargeable batteries. The tobacco burns ‘only when puffed; smokers could take a puff from a cigarette in its holder, put it down and ‘take another puff an bour later. ‘But smokers must it the device to thelr ips {or eack putt as if smoking a kazoo. That isnot exactly the cool image of Humphrey Bogart with @ cigarette dangling from hus lips. One foture sight could well be a person walking ‘with acellular phone in one hand, the smoking evioe inthe other — and no more hands for carrying the laptop computer. Critics say the device demonstrates the lengths to which the tobaceo industry will goto make a dangerous addiction more socially acceptable. Richard A. Daynard, chairman of an antitobacco group, the Tobacco Products Liability Project atthe Northeastern Univers 'y School of Law in Boston, dismissed It as ‘clearly another nicotine-delvery device.” THe added: ""Who would use an expensive sand cumbersome thing lke this if they weren't hooked? There is something grim and desper- ate about it Tas is hardly the Marlboro Man, {getting on his horse and checking the battery He added that children might be able to use ‘nurnued on Page DS Inhale... +++ Exhale ws na smoker putts on a igarette placed in te sevice Php Moris is testing, sensors act baces that heat the topacce to ourming . lemoeratue, proaucing sroxe When the smoker ‘snot outing the eigeretie ‘57% :8'S orodueed, ee78C9SLOZ",9
"So Right-Carlton/ Now Carlton and Neth Teron] 3 ees Elie Anois a See Nm ees eee nc pine Cl=s SO RIGHT, RIGHT NOW. ‘SURGEON GENERAL'S WARNING: Quitting Smoking ‘Now Greatly Reduces Serious Risks to Your Health.",4
"‘A DIVISION OF LOEWS THEATRES, INC. 200 EAST 42ND STREET, NEW YORK, N.Y.10017 «CABLE ADDRESS LORILLARD October 27, 1977 MRS. DUFFIN: MR. SIRRIDGE MR. HOLTZNAN ARS. HAAS NR KOntpany MR. Torr MR. PEPPLES Ladies and Gentlemen: Steering Committee for Analysis . . of American Cancer Society Forums Earlier this month Ernie Pepples proposed to Horace Kornegay the preparation of a thorough forensic work-up on the Acs Target 5 material. Horace agreed, and he and Ernie then ‘asked me to undertake the Chairmanship of an Industry Steering Committee for that purpose. In a letter to me of October 17 Ernie described the project in part as follows: ""What I have in mind for the Institute project is a careful analysis of where the ACS seems headed with the Target 5 record and the issues which arise from that record. The pro and con arguments should be out- lined and statements for the Chair- man of the Executive Committee and for the President of TI should be written with a supporting book of authorities to back them up.",0
"Fiaver amd Fragramee Materials —198i Worldwide reference list of materials used in compounding flavors and fragrances Compiled by the Chemical Sources Association, Washington, D.C. 4E 36 Allured Publishing Corporation, Wheaton, Illinois, USA GPECIDLS",6
"February 5, 1969 2:30 p.m. EBS DECLINES COMMENT ON FCC ADVERTISING PROPOSAL SBS DECLINES COMMENT ON FCC ADVERTISING PROPOSAL New York (DJ) -- Columbia Broadcasting System said it has ""no immediate comment on the report that the FCC has voted to ban cigarette advertising on radio and television, "" ""We will have no comment until we have seen the FCC release"", the company said. OT68Z0S00T",9
"2084327393 Printed By: Jennifer Riat CONFIDENTIAL ATTORNEY-CLIENT COMMUNICATIONS CONTAINING OPINION WORK PRODUCT OF RETAINED OUTSIDE COUNSEL P29) L0000 sari a Subject: Richardson depositions a ‘The plaintitfs have served notices for the depositions of Tim Finnegan, Kendrick Wells and Ernest Pebbles.",2
"2076684873 Cutshall,_ Kelly From: Hawken, Paul D. Sent: Friday, October 29, 1999 3:13 AM To: DLPMUSA FSF REG 5 SOMs Ce: Huynh, Sandy H.; DL PMUSA FSF REG 5 SMAs Subject: March cycle is Ready Chad, Lisa, Robin and Kelly-- ‘Mar00 KDS.XLS. March is ready to go! Enclosed is the latest KDS, you will find the store lists, and the EPB Tool on the NT server in the Region 5 folder under the following path on your PC computer: - Double click the shortcut to the JRCN... - Double click on 1999-2000 Promotions - Double click on March 2000 - Double click on Region 5 Please be aware that: + there is a Master Direct Accounts List and Tax Rate Database in the Preferences folder in the loadset, so you will not need to copy your preferences folder into the March EPB tool as you have done in the past. ‘* you will need to copy over the subjobber list from February into the Preferences folder because we did not receive that data in time to populate the spreadsheet ‘* since you will be creating worksheets for revenue prebooking only (there are no product promotions for March), you will need to combine the two store lists (S5x 2909-00RJ and S&x 2909-00WU) into 1 master list so that your organizations can prebook for all accounts. * you will not need to run your ALLINDEPENDENTS and ALLCHAINS lists through ‘ADS2 bic the Bridge has provided them for you in the form of the ""0"" lists (ie. S5x 0 CH criteria). * you do not have an allocation template since the worksheets are for revenue prebooking only. I will send these to you at a later date. Box Loadsets Page 1",2
